_r,_RAJ2000,_DEJ2000,Plx,pmRA,pmDE,Gmag,BPmag,RPmag,BP-RP,BP-G,G-RP
36.1432,132.2569869264313,12.0323292087656,0.0588,-3.174,-3.038,18.000618,18.338581,17.49861,0.839972,0.337963,0.502008
36.1435,132.5043865367169,11.2860001977601,-0.0281,-3.967,1.788,20.713795,21.990318,19.553997,2.436321,1.276524,1.159798
36.1523,132.5223785097054,12.3248404158591,1.191,-10.996,-3.006,15.815418,16.32575,15.150195,1.175555,0.510332,0.665223
36.1534,132.9664266993524,12.386476529731,0.4607,-2.326,-0.139,18.669771,19.228249,17.975887,1.252361,0.558477,0.693884
36.1604,133.2619998396143,12.2248743510615,,,,21.497248,20.206167,18.585955,1.620213,-1.291081,2.911293
36.161,132.2415375433779,11.6083500011419,5.4341,-17.332,5.314,17.325903,18.840601,16.152468,2.688133,1.514698,1.173435
36.161,132.4123179056805,12.2475774783828,0.8668,-4.941,-7.737,20.783129,21.582516,19.644579,1.937937,0.799387,1.13855
36.1697,132.8603737088607,11.1981716841654,0.579,0.485,-0.412,20.022005,20.223793,19.588165,0.635628,0.201788,0.43384
36.1709,132.6431568611743,11.2241103564924,0.7154,-5.584,-3.636,20.568619,21.252523,19.634598,1.617926,0.683905,0.934021
36.1718,132.3397620624104,12.1717167438685,0.7435,-1.93,-11.263,17.450207,18.066225,16.693602,1.372623,0.616018,0.756605
36.1746,132.4374822094357,12.2690341002001,1.7855,18.846,-16.879,18.35154,19.465229,17.305521,2.159708,1.113689,1.046019
36.1769,132.4006920902281,11.3633115563629,1.3556,-9.012,-9.396,14.860731,15.243422,14.309498,0.933924,0.38269,0.551233
36.1787,132.2092424347818,11.8176593214652,1.8847,1.464,2.176,20.389803,21.20297,19.216118,1.986853,0.813168,1.173685
36.1803,132.7991139974267,11.1975292700541,,,,20.85425,21.285307,19.794502,1.490805,0.431057,1.059748
36.1826,133.1334224278808,12.3222040044137,0.9979,-4.443,1.123,17.90439,18.782368,16.971443,1.810925,0.877977,0.932947
36.189,132.9341161327854,11.2064059930488,0.1672,-3.587,-1.139,18.108252,18.514809,17.48392,1.03089,0.406557,0.624332
36.1907,133.1422599488008,11.2831198729813,0.5047,6.283,-3.753,19.06372,19.998463,18.105791,1.892672,0.934742,0.95793
36.1946,132.5213198926617,12.3251365712333,1.4022,5.8,-9.468,17.137894,17.995674,16.203129,1.792545,0.85778,0.934765
36.1951,132.3106912793464,12.1328040132459,0.893,-3.53,-1.178,20.3621,21.07272,19.123976,1.948744,0.710619,1.238125
36.1963,133.3902099788845,12.0410688282195,0.1753,-1.564,-0.861,18.19297,18.499441,17.703178,0.796263,0.306471,0.489792
36.1999,132.8831574384242,12.4006641521666,2.0623,-9.714,-3.179,20.08642,20.793386,18.898155,1.895231,0.706966,1.188265
36.2002,132.314999807244,12.1392703044844,0.1356,-2.249,-3.687,20.810226,21.165886,19.796759,1.369127,0.355659,1.013468
36.2016,132.7850248720579,11.1978915726412,1.103,-3.541,5.002,15.670589,16.096653,15.059655,1.036998,0.426064,0.610934
36.2037,133.412936420446,11.6191406479922,0.2462,-11.564,-2.223,19.856533,20.75444,18.703123,2.051317,0.897907,1.15341
36.2048,132.6396216003432,11.2245700773665,0.6887,-9.926,4.676,16.357,16.829277,15.74371,1.085568,0.472277,0.613291
36.2095,132.7905986754012,12.4025709796054,2.0064,-13.54,-4.642,17.420961,18.525127,16.367193,2.157934,1.104166,1.053768
36.2121,132.3116975028418,11.4661168465492,0.4716,-0.38,-3.441,18.94093,20.055887,17.920013,2.135874,1.114958,1.020916
36.2184,133.300671859258,11.4161853660168,1.4661,-10.815,-3.012,17.47572,18.406855,16.547606,1.859249,0.931135,0.928114
36.2191,133.2185063130409,12.265104827923,0.6866,-5.701,-5.874,19.934929,21.158577,18.741274,2.417303,1.223648,1.193655
36.2279,132.8577146518844,11.1970663250784,-0.0407,-0.143,-2.77,16.389448,16.866798,15.734702,1.132096,0.47735,0.654746
36.2292,132.3478593792414,12.1830971227484,0.9162,-4.114,-4.562,20.680687,21.254753,19.477055,1.777699,0.574066,1.203632
36.2305,132.8195232047333,12.4038175184434,,,,21.00664,21.273407,19.899298,1.374109,0.266767,1.107342
36.2316,132.538155068282,11.2655881252531,0.7606,1.986,-13.733,20.325563,20.649935,19.281572,1.368362,0.324371,1.043991
36.2324,132.9744048910849,12.3860468807456,3.7418,16.266,-28.832,20.723963,20.86121,19.380104,1.481106,0.137247,1.343859
36.2362,133.1640555111871,11.2956000276942,0.7682,-13.306,-1.831,17.402252,17.959526,16.678473,1.281054,0.557274,0.72378
36.2378,133.3891397741955,12.0451873222979,-1.2071,-2.032,-2.506,20.252161,20.6393,19.714834,0.924465,0.387138,0.537327
36.2413,132.5385026930616,12.3351088070809,0.661,-2.315,0.45,18.356716,18.988682,17.578625,1.410057,0.631966,0.778091
36.2423,133.0254203774551,11.2287877130841,2.1869,-2.895,-3.277,20.404879,20.789448,19.472063,1.317385,0.384569,0.932816
36.2442,132.4681798486079,11.3074202856672,0.8927,-14.23,-2.207,17.882414,18.82348,16.949644,1.873836,0.941067,0.93277
36.2459,132.216973192989,11.9039720727497,0.265,-4.429,-0.225,19.789812,20.725777,18.957325,1.768452,0.935965,0.832487
36.2507,132.988803440629,11.2175331482538,,,,21.250246,20.94777,19.763317,1.184452,-0.302477,1.486929
36.2533,132.4365757565805,11.3306819117454,0.6868,-0.781,-3.128,15.382952,15.790814,14.814219,0.976596,0.407863,0.568733
36.2561,132.2077303653452,11.8007516875195,2.3107,-9.904,10.492,17.561653,18.777332,16.484398,2.292934,1.215679,1.077255
36.2604,133.3979684419509,11.57547505171,0.0034,-1.971,-2.582,17.405561,17.72326,16.910519,0.812742,0.317699,0.495043
36.2609,132.6103454844443,12.366749082023,1.6222,1.076,-4.579,20.557785,21.143051,19.543055,1.599997,0.585266,1.01473
36.2621,133.214427707231,11.3312821178877,-0.4837,-0.261,-1.79,20.212902,20.723137,19.389254,1.333883,0.510235,0.823648
36.2623,133.4248916950621,11.6577538097723,-0.3025,4.766,-6.65,20.022984,20.94614,19.025366,1.920775,0.923157,0.997618
36.2674,132.26154572969,11.5532613392595,0.2232,-2.32,0.068,17.374975,17.614012,16.973547,0.640465,0.239037,0.401428
36.268,133.1529985335269,12.3123420466602,0.3409,-0.335,-0.702,16.592508,16.957592,16.06624,0.891352,0.365084,0.526268
36.2685,132.2817175689283,12.0878841665456,,,,20.931938,20.836428,19.782812,1.053616,-0.09551,1.149126
36.2695,132.4912343616578,11.2916177678963,0.2856,-4.986,-1.41,17.39789,17.801401,16.8339,0.967501,0.403511,0.56399
36.2696,132.3893203410743,11.371935643198,0.4688,1.513,-5.253,20.075895,20.369308,19.62599,0.743319,0.293413,0.449905
36.2702,133.0798393123269,11.2495054863926,0.6958,-1.924,-6.945,16.486609,16.89982,15.853339,1.046481,0.413212,0.633269
36.2728,133.2794614727403,11.3909935548184,,,,20.62119,18.87466,17.31235,1.562311,-1.746529,3.30884
36.2732,133.4303029192357,11.9208755182277,0.6468,-6.357,-6.602,17.641571,18.308002,16.848694,1.459309,0.666431,0.792877
36.2766,132.2672414172084,11.5408193034496,-0.2145,-0.139,-5.803,20.770422,21.239338,20.250864,0.988474,0.468916,0.519558
36.2766,132.6400331227127,12.3769216146649,1.1438,-11.005,-2.886,14.944612,15.336769,14.389366,0.947403,0.392157,0.555246
36.2778,132.7337095826394,12.3980827079913,1.3112,4.057,-17.053,18.771866,20.063461,17.657625,2.405836,1.291595,1.114241
36.2784,133.2155461167008,12.2687699564445,2.3908,19.533,-28.213,16.863487,17.735128,15.634559,2.10057,0.871641,1.228929
36.2787,132.2141967164897,11.8904337801001,0.1069,-14.738,-27.305,20.398684,20.883404,19.542192,1.341211,0.48472,0.856491
36.2845,133.0289992897737,12.370925447282,1.1122,-10.71,-3.1,14.625885,14.986222,14.097105,0.889117,0.360337,0.52878
36.2857,132.2207003356933,11.6750137459705,0.4215,-6.429,-14.718,17.323578,17.649002,16.8126,0.836403,0.325424,0.510979
36.289,132.5126564231836,11.2783886435587,2.6896,-21.389,-2.548,12.089318,11.654828,10.934515,0.720313,-0.43449,1.154803
36.2906,132.8060924016961,11.1954400492971,,,,21.130568,21.57196,19.53413,2.03783,0.441393,1.596437
36.2917,132.226755194513,11.6492186601434,3.0708,-2.164,4.581,17.924292,19.265749,16.7652,2.500549,1.341457,1.159092
36.2968,132.5125777373697,11.2782805650363,3.2354,-19.85,-2.876,12.104284,11.655878,10.933106,0.722772,-0.448406,1.171178
36.2984,132.3395711823541,11.4259594227683,1.6388,0.031,1.478,12.429305,12.689699,12.011296,0.678403,0.260394,0.418009
36.2991,133.0799855152843,11.2490383345365,0.2263,-2.194,-6.389,19.33093,,,,,
36.2997,133.3836682398304,12.0594371887585,1.2011,-11.047,-3.107,15.054791,15.467547,14.478744,0.988803,0.412756,0.576047
36.3008,132.5888534925052,11.2410039938602,-0.2145,0.319,-5.185,19.585526,19.900194,19.233423,0.666771,0.314669,0.352102
36.3023,132.6943973892141,11.2086723566357,0.8059,-2.983,-3.891,19.055439,20.095943,18.115448,1.980495,1.040504,0.939991
36.3064,133.3197207023559,11.4377184792535,0.8833,4.506,-20.37,18.457668,19.280289,17.566565,1.713724,0.82262,0.891104
36.3067,133.0830002883037,11.2502182892741,-0.614,-4.326,-0.576,20.21175,20.719528,19.236158,1.48337,0.507778,0.975592
36.3095,132.7958569254895,11.1955032952594,0.7501,-8.625,3.33,20.31677,21.058151,19.162493,1.895658,0.741381,1.154278
36.3108,132.260514696121,12.0474114625964,1.7632,-0.175,-5.561,20.439568,21.079865,19.295551,1.784313,0.640297,1.144016
36.3124,132.6436162877737,11.2214796311438,,,,21.786343,19.78048,18.5948,1.185679,-2.005863,3.191542
36.3135,132.7364852315355,12.3990044087485,,,,21.065435,19.797808,19.903496,-0.105688,-1.267628,1.16194
36.3164,132.5614639791533,12.3476704908621,,,,21.043625,19.614273,19.988312,-0.374039,-1.429352,1.055313
36.3179,133.3431125921675,12.1309043280111,1.1332,-1.99,-1.499,20.33269,21.197815,19.310408,1.887407,0.865126,1.022282
36.3189,133.1690812933699,12.3031666384591,,,,20.865952,21.080345,19.814716,1.265629,0.214394,1.051235
36.327,132.9129222203571,12.3993184763268,1.1664,-13.527,1.406,19.747196,21.037766,18.522442,2.515324,1.290569,1.224754
36.3272,133.0343540125874,12.3698146742867,0.4565,-4.773,-2.575,18.641136,19.750122,17.675167,2.074955,1.108986,0.965969
36.3284,132.9112006067704,11.2004761298048,1.7192,-25.361,-9.993,18.375467,19.897768,17.17814,2.719627,1.522301,1.197327
36.3322,132.473253712566,12.2983385996922,0.0743,-1.118,-0.495,20.25821,20.457542,19.636366,0.821176,0.199333,0.621843
36.3351,132.6767693112565,11.2121035874634,2.6033,-2.205,-1.966,20.746672,21.264013,20.304464,0.959549,0.517342,0.442207
36.3408,132.2066903496071,11.8237766531987,0.5317,0.766,-5.098,16.468828,16.814507,15.940688,0.873818,0.345678,0.52814
36.341,132.5984694667592,12.3637438870245,1.2497,-2.162,-5.182,19.897099,20.714064,19.043411,1.670652,0.816965,0.853687
36.3426,132.5367004564087,12.3360982833588,0.6573,-0.767,-0.422,20.420849,20.627712,19.782743,0.844969,0.206863,0.638105
36.3554,133.3877531305936,12.0529663862695,0.2443,-1.372,-3.411,18.004282,18.35196,17.50934,0.842619,0.347677,0.494942
36.356,132.5069362312075,11.2804096136207,2.3996,-20.909,-1.894,19.845736,21.097256,18.53349,2.563766,1.25152,1.312246
36.3599,132.2063528486441,11.8233813249929,,,,21.062763,,,,,
36.3627,133.3605133998303,12.1049592837032,3.7537,-45.996,11.351,14.876286,15.718137,13.97061,1.747527,0.841851,0.905676
36.3712,133.4406732107378,11.8658899132874,0.8525,1.184,-0.19,20.588356,20.729141,20.00727,0.72187,0.140785,0.581085
36.3723,132.4022409601617,11.3573511806793,1.1552,-1.459,-4.369,16.783531,17.348633,16.073324,1.275309,0.565102,0.710207
36.3727,133.4091768325952,11.5993387745421,0.329,-0.821,-1.388,17.769377,18.188196,17.2171,0.971096,0.418819,0.552277
36.373,132.2682198068921,11.535111543603,1.0464,-1.451,-0.555,19.83664,20.785175,18.724684,2.060492,0.948536,1.111956
36.3782,133.386530709232,11.5446371309279,-0.4219,-5.028,-3.496,20.348381,21.121971,19.111094,2.010878,0.77359,1.237288
36.3815,133.3328903601526,12.1476336625194,0.7875,-3.454,-4.206,15.994071,16.379663,15.443146,0.936518,0.385592,0.550925
36.3825,132.7337036274434,12.399802958858,0.3238,8.363,-6.493,17.666727,18.078688,17.085438,0.99325,0.411961,0.581289
36.3847,133.4276619117092,11.9411787695622,0.8951,-3.725,-8.069,19.077633,20.283474,17.981762,2.301712,1.205841,1.095871
36.3859,133.3711287389355,12.0868712244251,0.3864,-3.887,-0.023,19.046581,19.431028,18.56019,0.870838,0.384447,0.486391
36.3915,132.398248489775,12.2400041254065,1.3257,-8.628,4.73,19.853853,21.137518,18.666517,2.471001,1.283665,1.187336
36.3954,133.199266997456,11.316786482281,0.2037,-3.846,-4.23,20.251448,20.865366,19.161398,1.703968,0.613918,1.09005
36.3965,132.3063719810422,12.1324493594196,0.2836,-7.961,0.993,16.395346,16.725788,15.896578,0.82921,0.330442,0.498768
36.3991,132.4296556828741,11.3330712232532,-0.1121,3.009,-0.157,19.48395,20.14754,18.785019,1.36252,0.66359,0.698931
36.401,132.3940745214275,12.2364105502295,0.3627,3.75,-4.927,19.016035,19.560244,18.344696,1.215548,0.544208,0.671339
36.4032,133.4049366349481,12.0147352674999,-0.1597,-0.914,-3.269,19.303598,19.599316,18.834185,0.765131,0.295717,0.469414
36.4121,132.3637178790103,12.2060195795772,1.1546,22.841,-13.285,18.78992,19.869577,17.73822,2.131357,1.079657,1.051701
36.4142,132.9717008056674,11.210421445996,1.008,5.084,-10.975,20.216656,21.212723,18.990788,2.221935,0.996067,1.225868
36.4165,132.766502462661,12.4042453536312,-0.4929,-7.28,-1.823,19.156534,19.88377,17.735527,2.148243,0.727236,1.421007
36.4229,132.4866652718588,12.3087478628056,20.2596,-126.743,-37.139,12.694338,13.923753,11.593288,2.330464,1.229415,1.101049
36.426,132.6104248235152,11.2304969796462,1.5867,-5.842,-3.75,17.029745,18.01232,16.029528,1.982792,0.982574,1.000217
36.4292,133.0196228956706,11.2235300595631,0.8848,-6.212,8.092,19.479095,20.817707,18.335983,2.481724,1.338612,1.143112
36.4292,132.2754047467479,11.5193031176294,1.1271,-13.634,-25.087,19.023043,20.127247,18.049269,2.077978,1.104204,0.973774
36.4307,132.3123544539932,12.1422842440966,0.0798,-1.672,0.366,18.136879,18.41755,17.708313,0.709236,0.28067,0.428566
36.4315,132.2235041920482,11.6522544512777,,,,21.18345,,20.38374,,,0.799711
36.4321,132.3547506024254,12.1963832508567,-0.6326,-0.661,-1.612,19.757933,20.660078,18.863325,1.796753,0.902145,0.894608
36.4325,133.2912312153821,12.2009106490791,0.9182,-1.562,1.291,16.17628,16.637142,15.552622,1.08452,0.460863,0.623657
36.4358,133.3237817877463,12.1615486616888,-0.1327,0.32,-4.0,19.823063,20.328701,19.211105,1.117596,0.505638,0.611958
36.4358,133.3137238293242,12.1744256611947,0.7828,5.912,0.577,18.815573,19.45913,18.078342,1.380787,0.643557,0.73723
36.4366,133.2652772105085,11.3724580741611,1.1646,-11.044,-2.808,14.167262,14.493334,13.674269,0.819065,0.326072,0.492993
36.4392,132.2170721071031,11.6789792873886,2.4739,19.346,-16.353,20.532742,21.16641,19.277697,1.888714,0.633669,1.255045
36.4405,132.2231871154469,11.6529238764218,0.3485,-2.015,-2.988,17.628635,18.00257,17.08484,0.917728,0.373934,0.543795
36.4405,133.1001357610465,11.2558130749074,0.8202,-3.097,-11.783,18.880726,19.814816,17.793072,2.021744,0.93409,1.087654
36.4417,132.4240538345138,12.263807132361,,,,21.131744,21.674168,19.788563,1.885605,0.542423,1.343182
36.443,132.4048795443972,11.3533926442164,4.5025,-17.976,0.255,17.123722,18.082138,15.736402,2.345737,0.958416,1.38732
36.4433,132.3803052364615,12.2239129139533,0.9103,-10.742,-2.839,18.611517,19.807623,17.56374,2.243883,1.196106,1.047777
36.4444,133.3849522959018,12.0622924516871,,,,20.86539,21.03278,19.86889,1.163889,0.167389,0.9965
36.4462,132.8276514956225,11.1925818931873,0.4905,1.064,-3.06,16.230516,16.565277,15.733824,0.831453,0.334761,0.496693
36.4521,133.0216208655169,11.2237254496479,2.5239,-17.743,16.049,18.725426,20.00663,17.586655,2.419975,1.281204,1.138771
36.4585,132.7905850893252,11.1932960515075,0.7845,-0.774,-0.075,20.715199,21.16503,19.627468,1.537561,0.449831,1.08773
36.46,132.5980045135082,11.2345293990625,0.7379,3.608,-7.172,17.312868,17.82138,16.672285,1.149096,0.508513,0.640583
36.4663,132.2138777245314,11.6931704725256,1.2709,4.682,-7.546,20.7128,21.591372,19.478552,2.11282,0.878572,1.234247
36.4693,132.3740876566591,12.2181920502318,1.6495,-11.608,-0.256,19.64787,20.826475,18.462093,2.364382,1.178606,1.185776
36.471,133.4447165121165,11.839354261632,0.0735,-0.348,-3.901,19.211395,19.58729,18.733364,0.853926,0.375895,0.478031
36.4715,132.3227887363998,12.1579669894523,0.2701,-1.159,-1.366,18.74286,19.32273,18.12436,1.19837,0.579868,0.618502
36.4741,132.5560751435577,11.252209593191,0.8633,-6.692,-4.388,18.84607,19.882198,17.839605,2.042593,1.036129,1.006464
36.4753,132.4157261917301,11.3430496300911,,,,20.750643,21.314272,19.568989,1.745283,0.563629,1.181654
36.4763,133.2562106606673,12.2379070519218,1.1062,-10.876,-2.963,15.495607,15.996284,14.827844,1.16844,0.500676,0.667764
36.4787,132.4131226739587,12.2553700235391,,,,20.91784,21.15504,19.572792,1.582249,0.237202,1.345047
36.4801,132.6821591360116,12.3917465435833,0.7327,-4.933,-2.358,13.550413,13.883593,13.05598,0.827613,0.333179,0.494433
36.4811,133.4235897657979,11.6382619635378,,,,21.202568,21.277037,19.785015,1.492022,0.074469,1.417553
36.4814,133.39355621592,11.5557140679226,0.9704,-4.627,-12.94,19.62842,20.777224,18.523888,2.253336,1.148804,1.104532
36.4826,133.0303493543719,11.2262046950924,0.0746,-3.936,0.903,17.230503,17.570398,16.724426,0.845972,0.339895,0.506077
36.4847,133.2828856596466,11.3894448726092,-0.0519,0.749,-3.322,19.023209,19.641733,18.324215,1.317518,0.618525,0.698994
36.4851,132.6846830898861,12.3924566246693,1.8789,-10.428,-14.128,20.604189,21.158596,19.540468,1.618128,0.554407,1.063721
36.4892,133.0446347080509,12.3690039949418,0.8728,-5.39,-5.775,19.907267,21.171541,18.689379,2.482162,1.264275,1.217888
36.4911,132.8443975459178,11.1921454288489,0.9084,-8.725,-7.784,20.837204,21.11904,19.584415,1.534624,0.281836,1.252789
36.4951,132.2154657244957,11.9189220476841,0.5185,1.104,-5.515,18.543373,18.97407,17.958696,1.015373,0.430696,0.584677
36.502,132.2119135807271,11.7005510503011,4.4278,16.802,-25.709,17.455925,19.17075,16.200758,2.969992,1.714825,1.255167
36.5022,132.5804440319841,11.2408083584833,0.4911,-2.48,1.564,14.857878,15.148644,14.408909,0.739736,0.290767,0.448969
36.5048,133.3550810480331,12.1182793183229,1.0313,-9.115,-4.506,13.342991,13.574281,12.96126,0.613021,0.23129,0.381731
36.5088,132.81152163114,11.1916815106787,1.3217,1.777,-4.108,20.161098,21.052547,19.11952,1.933027,0.891449,1.041578
36.5122,132.2509960843425,11.5669530471853,0.2748,-6.431,-2.621,17.677757,18.020145,17.154972,0.865173,0.342388,0.522785
36.5124,132.2385436835418,11.5985529607228,0.5956,9.538,-0.165,14.613335,14.928133,14.134499,0.793634,0.314798,0.478836
36.5213,133.4365924488154,11.69052876832,0.1461,-6.036,-4.178,18.21303,18.585842,17.669918,0.915924,0.372812,0.543112
36.5332,133.4232280975622,11.633628845698,1.5272,-11.248,-2.496,20.346544,21.070114,19.143738,1.926376,0.72357,1.202806
36.5332,132.76813450764,12.4063617765847,2.3749,-8.374,-5.002,20.82014,21.719625,19.631014,2.088612,0.899485,1.189127
36.5346,133.4440741670797,11.8605035481951,-1.2353,-6.011,-4.033,20.592064,21.31374,19.419886,1.893854,0.721676,1.172178
36.537,133.074524035855,11.2422944007251,-0.0085,-5.124,-3.618,20.736946,21.005312,19.916222,1.08909,0.268366,0.820724
36.5378,133.3829068108491,11.5311099216941,,,,21.04521,,,,,
36.5385,132.3424724494665,12.1847835641867,0.1892,-4.38,-1.45,18.507109,19.028507,17.85371,1.174797,0.521399,0.653398
36.5445,132.9992919152572,12.3847826769117,0.4836,-8.225,-5.658,19.206163,20.421127,18.158413,2.262714,1.214964,1.047751
36.548,132.2674773006074,12.0710860237255,0.323,-3.972,-0.288,19.819098,20.600403,18.790705,1.809698,0.781305,1.028393
36.5488,133.4227738101611,11.969999733701,1.2442,21.758,-87.31,19.414951,20.069347,18.501402,1.567945,0.654396,0.913549
36.5489,133.1078157269407,11.2575384547737,1.8429,-27.069,-15.462,14.387076,14.826545,13.785839,1.040706,0.439468,0.601237
36.5506,132.8971790133502,12.4050824276618,-0.0637,-6.831,-1.092,20.747385,21.971111,19.753122,2.217989,1.223726,0.994263
36.5519,133.4181117446271,11.6158806860811,1.8607,-17.517,-10.667,13.623719,13.986836,13.097622,0.889215,0.363117,0.526097
36.5527,133.431120379131,11.9389232186412,,,,21.092484,21.016304,20.169083,0.847221,-0.07618,0.923401
36.5541,133.2389180190251,12.2552988853722,2.4048,2.222,-6.462,19.169203,20.951672,17.939842,3.011829,1.782469,1.229361
36.5549,133.2467864538484,11.3522915034263,-0.5082,-0.928,-1.174,20.594133,20.65942,19.997574,0.661846,0.065287,0.59656
36.5551,133.3830870423308,11.5308149871945,-0.014,-1.06,-1.853,19.326433,19.909204,18.409697,1.499508,0.582771,0.916737
36.557,132.9533520059866,12.3962145483089,0.7577,-1.923,1.189,19.794434,20.726898,18.889412,1.837486,0.932465,0.905022
36.562,132.4353994168218,11.3249863660247,,,,20.878008,21.539362,19.683405,1.855957,0.661354,1.194603
36.5622,133.1800406424902,11.2996087925253,1.1579,-14.931,2.827,19.07509,20.230873,17.967451,2.263422,1.155783,1.107639
36.5691,133.2761384758824,11.3802340516341,1.804,-9.646,1.139,12.470754,12.71944,12.07009,0.649349,0.248686,0.400663
36.5698,132.6359784336311,12.3807920133242,0.4257,-4.412,-0.266,18.053944,18.431091,17.549507,0.881584,0.377148,0.504436
36.5706,133.2730962110994,12.2235919404213,0.2042,-1.378,-4.225,18.388659,18.721909,17.90803,0.813879,0.33325,0.480629
36.5729,132.4970539642696,11.282047694474,-0.7313,-3.41,-4.682,20.853262,20.753662,20.249886,0.503777,-0.0996,0.603376
36.5744,132.2229445391251,11.6450401559583,0.6938,-13.825,8.983,20.504635,21.436419,19.172924,2.263495,0.931784,1.331711
36.5767,132.939527912643,12.3992526735018,0.8366,-4.587,-2.482,13.874722,14.146956,13.439926,0.707029,0.272234,0.434795
36.5796,132.2101663780098,11.7029370626486,4.1164,18.241,-24.787,14.266341,15.136042,13.347651,1.78839,0.8697,0.91869
36.5816,132.5174593357876,11.2700993992406,2.7635,12.891,-35.521,19.38903,20.980165,18.131264,2.848902,1.591135,1.257767
36.583,132.2119895253302,11.908811596745,0.7592,0.579,-5.755,17.97913,18.827435,17.058847,1.768587,0.848305,0.920282
36.5844,133.1998755468194,12.2872058811425,,,,20.95887,21.595486,19.601389,1.994097,0.636616,1.357481
36.5846,132.6766161824182,12.392209384812,1.2873,-11.263,1.999,19.749252,20.966583,18.593605,2.372978,1.217331,1.155647
36.586,132.2274105571055,11.6284976922397,0.573,-3.174,3.651,16.173576,16.51683,15.656134,0.860697,0.343254,0.517443
36.5875,133.3407998271762,11.4584963723699,0.4167,-4.09,-0.66,16.28021,16.598734,15.797541,0.801193,0.318523,0.48267
36.5883,132.232194852383,11.9880078533981,-1.6828,-3.786,2.997,20.860106,20.923264,20.229074,0.694189,0.063158,0.631031
36.592,133.2953315478013,12.2003609882244,,,,21.03601,21.42292,19.823736,1.599184,0.386909,1.212275
36.5924,132.7815518174179,11.1916640485265,0.345,-1.881,-10.967,18.524473,19.222242,17.698414,1.523829,0.697769,0.826059
36.5939,132.2139742027361,11.9200574636145,0.2027,0.804,-15.334,17.327967,17.575085,16.9232,0.651884,0.247118,0.404766
36.5958,132.3613012357403,12.2078352148933,1.6765,-10.467,-19.739,20.225988,21.110909,19.020943,2.089966,0.88492,1.205046
36.597,132.2855891149347,12.1058706918357,,,,21.143082,21.319489,20.139233,1.180256,0.176407,1.003849
36.6002,132.8392841277664,12.4098413801526,1.2395,-1.854,0.519,20.024408,21.050072,18.972067,2.078005,1.025663,1.052342
36.6016,132.7033982511899,12.3983450446753,0.776,-0.481,-4.029,18.889751,20.080462,17.836313,2.244148,1.19071,1.053438
36.6019,133.4363402583849,11.6821960072557,,,,20.956636,21.104292,20.305481,0.798811,0.147655,0.651155
36.6022,132.8199758637795,11.1899953981903,1.1695,-10.938,-2.642,15.425825,15.875977,14.810205,1.065772,0.450152,0.61562
36.6034,132.941389276356,11.2007022455387,1.2286,-10.812,-2.638,16.15988,16.72882,15.447182,1.281639,0.568941,0.712698
36.6064,132.7004494123253,11.202233228901,0.7396,-3.309,-1.195,19.370377,20.58773,18.296593,2.291138,1.217354,1.073784
36.6073,132.4563322601689,12.2922578669805,0.6201,2.457,-13.07,14.97469,15.236569,14.543307,0.693262,0.26188,0.431382
36.6095,132.5922068277546,11.2340887328427,0.7508,-4.783,0.848,14.689745,14.970223,14.247197,0.723026,0.280478,0.442548
36.613,132.8967658367637,11.1938598221162,0.256,-0.181,-2.563,20.320663,21.232506,19.170158,2.062347,0.911842,1.150505
36.6189,132.3562885297052,12.2028563067315,,,,20.792034,21.072456,19.802336,1.270121,0.280422,0.989698
36.6224,133.4448609769266,11.8670273225815,0.4644,-0.928,-2.687,19.719168,20.185268,19.194935,0.990334,0.466101,0.524233
36.6239,132.6873062505524,11.2047120545948,1.8212,14.029,-5.58,17.797888,18.897661,16.73538,2.162281,1.099773,1.062508
36.626,132.5286741745697,11.2630401470607,-0.0166,-2.669,0.452,18.311453,18.595802,17.862263,0.73354,0.284349,0.44919
36.627,132.9613991673448,12.3957236197268,0.7776,-1.399,-4.222,18.002872,18.784004,17.146801,1.637203,0.781132,0.856071
36.6348,132.6846998979387,12.3949688590415,-0.7895,-1.008,0.044,20.788471,21.86387,19.559706,2.304165,1.075399,1.228765
36.6355,132.637270244883,11.2177738561647,0.8064,-0.246,0.72,20.616014,20.60275,19.918139,0.684612,-0.013264,0.697876
36.6367,132.2306039624467,11.615372072196,,,,20.778975,19.720404,18.254675,1.465729,-1.058571,2.5243
36.6399,132.7023098273644,11.2013091841716,1.1456,-11.094,-2.952,17.501936,18.419828,16.556349,1.86348,0.917892,0.945587
36.6408,132.878818835679,11.1916021896279,0.363,-0.157,-0.243,18.886274,18.827852,18.358234,0.469618,-0.058422,0.52804
36.6418,132.5767148737589,12.3603612404957,0.6802,-13.146,-5.439,18.763052,19.845947,17.80414,2.041807,1.082895,0.958912
36.6437,132.8783705592259,11.1915157176044,-0.7661,0.058,-0.242,19.225826,,,,,
36.644,132.9523095444395,12.3979131853533,0.4164,-1.011,0.202,17.093798,17.527647,16.50412,1.023527,0.433849,0.589678
36.6473,132.7743629925483,12.408819638282,0.8485,0.882,-9.38,20.17396,21.157616,19.0113,2.146317,0.983656,1.162661
36.648,132.3950627717289,12.2430024415896,,,,21.939709,20.378092,18.993366,1.384726,-1.561617,2.946343
36.6537,132.8649007888452,11.1903571472534,,,,21.158388,21.00533,19.695143,1.310186,-0.153059,1.463245
